chemical,sample_date,value
AGOC-3A,2014-1,0.298
AGOC-3A,2014-2,0.28200000000000003
AGOC-3A,2014-3,0.29500000000000004
AGOC-3A,2014-4,0.30666666666666664
AGOC-3A,2014-5,0.6316666666666667
AGOC-3A,2014-6,0.306
AGOC-3A,2014-7,0.286
AGOC-3A,2014-8,0.47800000000000004
AGOC-3A,2014-9,0.41
AGOC-3A,2014-10,0.534
AGOC-3A,2014-11,0.6539999999999999
AGOC-3A,2014-12,0.33
AGOC-3A,2015-1,29.497500000000002
AGOC-3A,2015-2,6.739999999999999
AGOC-3A,2015-3,0.3
AGOC-3A,2015-4,0.312
AGOC-3A,2015-5,0.39
AGOC-3A,2015-6,0.28500000000000003
AGOC-3A,2015-7,0.3775
AGOC-3A,2015-8,1.6260000000000001
AGOC-3A,2015-9,0.9149999999999999
AGOC-3A,2015-10,1.6475
AGOC-3A,2015-11,0.875
AGOC-3A,2015-12,0.31
AGOC-3A,2016-1,0.10500000000000001
AGOC-3A,2016-2,0.04
AGOC-3A,2016-3,0.034
AGOC-3A,2016-4,0.48999999999999994
AGOC-3A,2016-5,0.20333333333333337
AGOC-3A,2016-6,1.4999999999999998
AGOC-3A,2016-7,0.41799999999999987
AGOC-3A,2016-8,0.072
AGOC-3A,2016-9,0.086
AGOC-3A,2016-10,0.19600000000000004
AGOC-3A,2016-11,0.04666666666666667
AGOC-3A,2016-12,0.05
AOX,1998-1,0.0
AOX,1998-2,0.0
AOX,1998-3,0.0
AOX,1998-4,0.0
AOX,1998-5,0.0
AOX,1998-6,0.0
AOX,1998-7,0.0
AOX,1998-8,0.0
AOX,1998-9,0.0
AOX,1998-10,0.0
AOX,1998-11,0.0
AOX,1998-12,0.0
AOX,2008-1,16.296666666666667
AOX,2008-2,22.683333333333334
AOX,2008-3,22.262500000000003
AOX,2008-5,23.04
AOX,2008-10,19.680000000000003
AOX,2008-11,20.540000000000003
AOX,2008-12,22.926666666666666
AOX,2009-1,0.0
AOX,2009-2,0.0
AOX,2009-3,0.0
AOX,2009-4,0.0
AOX,2009-5,0.0
AOX,2009-6,0.0
AOX,2009-7,0.0
AOX,2009-8,0.0
AOX,2009-9,0.0
AOX,2009-10,0.0
AOX,2009-11,0.0
AOX,2009-12,0.0
AOX,2010-1,37.25
AOX,2010-2,20.9
AOX,2010-3,26.835
AOX,2010-4,20.665
AOX,2010-5,19.285
AOX,2010-6,22.75
AOX,2010-7,22.835
AOX,2010-8,24.665
AOX,2010-9,23.3
AOX,2010-10,24.05
AOX,2010-11,25.299999999999997
AOX,2010-12,36.4
AOX,2013-1,25.665
AOX,2013-2,26.0
AOX,2013-3,19.75
AOX,2013-4,35.835
AOX,2013-5,44.165
AOX,2013-6,20.5
AOX,2013-7,22.5
AOX,2013-8,26.835
AOX,2013-9,23.75
AOX,2013-10,27.165
AOX,2013-11,27.335
AOX,2013-12,29.335
AOX,2016-1,17.7
AOX,2016-2,23.415
AOX,2016-3,19.485
AOX,2016-4,20.45
AOX,2016-5,18.62
AOX,2016-6,21.385
AOX,2016-7,21.235
AOX,2016-8,17.65
AOX,2016-9,17.48
AOX,2016-10,21.385
AOX,2016-11,20.9
AOX,2016-12,19.685000000000002
Acenaphthene,2008-1,0.0
Acenaphthene,2008-2,0.0
Acenaphthene,2008-3,0.0
Acenaphthene,2008-5,0.0
Acenaphthene,2008-6,0.0
Acenaphthene,2008-7,0.0033333333333333335
Acenaphthene,2008-8,0.0
Acenaphthene,2008-9,0.0
Acenaphthene,2008-10,0.0
Acenaphthene,2008-11,0.0
Acenaphthene,2009-1,0.0
Acenaphthene,2009-2,0.0
Acenaphthene,2009-3,0.0
Acenaphthene,2009-4,0.0
Acenaphthene,2009-5,0.0
Acenaphthene,2009-6,0.0
Acenaphthene,2009-7,0.0
Acenaphthene,2009-8,0.0
Acenaphthene,2009-9,0.0
Acenaphthene,2009-10,0.0
Acenaphthene,2009-11,0.0
Acenaphthene,2009-12,0.0
Acenaphthylene,2008-1,0.0
Acenaphthylene,2008-2,0.0
Acenaphthylene,2008-3,0.0
Acenaphthylene,2008-5,0.0
Acenaphthylene,2008-6,0.0
Acenaphthylene,2008-7,0.0
Acenaphthylene,2008-8,0.0
Acenaphthylene,2008-9,0.0
Acenaphthylene,2008-10,0.0
Acenaphthylene,2008-11,0.0
Acenaphthylene,2009-1,0.0
Acenaphthylene,2009-2,0.0
Acenaphthylene,2009-3,0.0
Acenaphthylene,2009-4,0.0
Acenaphthylene,2009-5,0.0
Acenaphthylene,2009-6,0.0
Acenaphthylene,2009-7,0.0
Acenaphthylene,2009-8,0.0
Acenaphthylene,2009-9,0.0
Acenaphthylene,2009-10,0.0
Acenaphthylene,2009-11,0.0
Acenaphthylene,2009-12,0.0
Alachlor,2005-5,0.011666666666666667
Alachlor,2005-7,0.006666666666666667
Alachlor,2005-8,0.182
Alachlor,2005-9,0.24666666666666667
Alachlor,2006-1,0.10999999999999999
Alachlor,2006-2,0.20600000000000002
Alachlor,2006-3,0.388
Alachlor,2006-4,0.22
Alachlor,2006-5,0.148
Alachlor,2006-6,0.32000000000000006
Alachlor,2006-7,0.23142857142857146
Alachlor,2006-8,0.18166666666666667
Alachlor,2006-9,0.2571428571428571
Alachlor,2006-10,0.24
Alachlor,2006-11,0.18
Alachlor,2006-12,0.165
Alachlor,2007-1,0.10200000000000001
Alachlor,2007-2,0.10600000000000001
Alachlor,2007-3,0.13
Alachlor,2007-4,0.124
Alachlor,2007-5,0.1125
Alachlor,2007-6,0.0325
Alachlor,2007-7,0.048
Alachlor,2007-8,0.048
Alachlor,2007-9,0.07428571428571429
Alachlor,2007-10,0.07666666666666667
Alachlor,2007-11,0.048571428571428564
Alachlor,2007-12,0.032
Alachlor,2009-9,0.02
Alachlor,2009-10,0.025
Alachlor,2009-11,0.02
Aldrin,2005-1,0.0
Aldrin,2005-2,0.0
Aldrin,2005-3,0.0
Aldrin,2005-4,0.021666666666666667
Aldrin,2005-5,0.0
Aldrin,2005-6,0.0016666666666666668
Aldrin,2005-7,0.049999999999999996
Aldrin,2005-8,0.004
Aldrin,2005-9,0.006666666666666667
Aldrin,2005-10,0.08333333333333333
Aldrin,2005-11,0.015
Aldrin,2005-12,0.085
Aldrin,2006-1,0.035
Aldrin,2006-2,0.10600000000000001
Aldrin,2006-3,0.27799999999999997
Aldrin,2006-4,0.1416666666666667
Aldrin,2006-5,0.08
Aldrin,2006-6,0.096
Aldrin,2006-7,0.08142857142857143
Aldrin,2006-8,0.05666666666666668
Aldrin,2006-9,0.09
Aldrin,2006-10,0.074
Aldrin,2006-11,0.08199999999999999
Aldrin,2006-12,0.09000000000000001
Aldrin,2007-1,0.074
Aldrin,2007-2,0.05
Aldrin,2007-3,0.03142857142857143
Aldrin,2007-4,0.014000000000000002
Aldrin,2007-5,0.019999999999999997
Aldrin,2007-6,0.0075
Aldrin,2007-7,0.012
Aldrin,2007-8,0.013999999999999999
Aldrin,2007-9,0.014285714285714287
Aldrin,2007-10,0.005
Aldrin,2007-11,0.01
Aldrin,2007-12,0.016
Aldrin,2008-1,0.02
Aldrin,2008-2,0.025
Aldrin,2008-3,0.025
Aldrin,2008-5,0.02
Aldrin,2008-6,0.025
Aldrin,2008-7,0.02666666666666667
Aldrin,2008-8,0.025
Aldrin,2008-9,0.02
Aldrin,2008-10,0.025
Aldrin,2008-11,0.025
Aldrin,2009-1,0.0
Aldrin,2009-2,0.0
Aldrin,2009-3,0.0
Aldrin,2009-4,0.0
Aldrin,2009-5,0.0
Aldrin,2009-6,0.0
Aldrin,2009-7,0.0033333333333333335
Aldrin,2009-8,0.0
Aldrin,2009-9,0.014285714285714287
Aldrin,2009-10,0.01
Aldrin,2009-11,0.006666666666666667
Aldrin,2009-12,0.0
Aluminium,2008-5,40.290000000000006
Aluminium,2008-10,44.91
Aluminium,2009-4,585.0
Aluminium,2009-5,143.05666666666664
Aluminium,2009-6,154.05666666666664
Aluminium,2009-7,200.75
Aluminium,2009-8,102.08500000000001
Aluminium,2009-9,118.3325
Aluminium,2009-10,119.2925
Aluminium,2009-11,76.0
Aluminium,2009-12,63.22
Aluminium,2010-1,75.16666666666667
Aluminium,2014-6,0.0
Ammonium,1998-1,0.3366666666666667
Ammonium,1998-2,0.28
Ammonium,1998-3,0.5366666666666666
Ammonium,1998-4,3.75
Ammonium,1998-5,0.2833333333333334
Ammonium,1998-6,0.38399999999999995
Ammonium,1998-7,0.43
Ammonium,1998-8,0.5216666666666666
Ammonium,1998-9,0.20333333333333337
Ammonium,1998-10,0.37166666666666665
Ammonium,1998-11,0.38999999999999996
Ammonium,1998-12,0.33666666666666667
Ammonium,1999-1,0.844
Ammonium,1999-2,1.0516666666666667
Ammonium,1999-3,0.56
Ammonium,1999-4,0.2475
Ammonium,1999-5,0.5133333333333333
Ammonium,1999-6,0.2733333333333333
Ammonium,1999-7,0.48600000000000004
Ammonium,1999-8,0.404
Ammonium,1999-9,0.585
Ammonium,1999-10,0.516
Ammonium,1999-11,1.8540000000000003
Ammonium,1999-12,0.9659999999999999
Ammonium,2000-1,1.3900000000000001
Ammonium,2000-2,1.155
Ammonium,2000-3,1.2483333333333333
Ammonium,2000-4,0.885
Ammonium,2000-5,1.3399999999999999
Ammonium,2000-6,0.22142857142857145
Ammonium,2000-7,0.9049999999999999
Ammonium,2000-8,0.43
Ammonium,2000-9,1.068
Ammonium,2000-10,0.5116666666666667
Ammonium,2000-11,0.6283333333333333
Ammonium,2000-12,0.47000000000000003
Ammonium,2001-1,0.8083333333333332
Ammonium,2001-2,0.505
Ammonium,2001-3,0.42400000000000004
Ammonium,2001-4,0.36
Ammonium,2001-5,0.6125
Ammonium,2001-6,0.44333333333333336
Ammonium,2001-7,0.37333333333333335
Ammonium,2001-8,0.2175
Ammonium,2001-9,0.592
Ammonium,2001-10,1.055
Ammonium,2001-11,0.39666666666666667
Ammonium,2001-12,0.8300000000000001
Ammonium,2002-1,0.5475
Ammonium,2002-2,0.49500000000000005
Ammonium,2002-3,0.5885714285714287
Ammonium,2002-4,0.37666666666666665
Ammonium,2002-5,0.558
Ammonium,2002-6,0.5916666666666667
Ammonium,2002-7,0.7928571428571429
Ammonium,2002-8,0.7566666666666667
Ammonium,2002-9,0.31
Ammonium,2002-10,0.708
Ammonium,2002-11,1.3
Ammonium,2002-12,0.5974999999999999
Ammonium,2003-1,0.48
Ammonium,2003-2,0.29500000000000004
Ammonium,2003-3,0.34142857142857136
Ammonium,2003-4,0.3116666666666667
Ammonium,2003-5,1.1183333333333334
Ammonium,2003-6,0.5583333333333332
Ammonium,2003-7,0.8533333333333332
Ammonium,2003-8,1.2033333333333334
Ammonium,2003-9,0.3383333333333333
Ammonium,2003-10,0.554
Ammonium,2003-11,0.6042857142857143
Ammonium,2003-12,0.7066666666666667
Ammonium,2004-1,1.1483333333333332
Ammonium,2004-2,0.8714285714285713
Ammonium,2004-3,0.45
Ammonium,2004-4,0.33999999999999997
Ammonium,2004-5,0.3666666666666667
Ammonium,2004-6,0.29333333333333333
Ammonium,2004-7,0.5371428571428571
Ammonium,2004-8,0.43
Ammonium,2004-9,0.35000000000000003
Ammonium,2004-10,0.45
Ammonium,2004-11,1.0425
Ammonium,2004-12,0.502
Ammonium,2005-1,0.6314285714285716
Ammonium,2005-2,1.2283333333333335
Ammonium,2005-3,1.2249999999999999
Ammonium,2005-4,0.755
Ammonium,2005-5,0.588
Ammonium,2005-6,0.9433333333333334
Ammonium,2005-7,0.528
Ammonium,2005-8,0.815
Ammonium,2005-9,0.5816666666666667
Ammonium,2005-10,0.2866666666666667
Ammonium,2005-11,0.4742857142857143
Ammonium,2005-12,0.8366666666666668
Ammonium,2006-1,0.44000000000000006
Ammonium,2006-2,1.234
Ammonium,2006-3,0.646
Ammonium,2006-4,0.39166666666666666
Ammonium,2006-5,0.7966666666666667
Ammonium,2006-6,0.605
Ammonium,2006-7,0.44
Ammonium,2006-8,0.7183333333333333
Ammonium,2006-9,0.7785714285714285
Ammonium,2006-10,1.0816666666666668
Ammonium,2006-11,0.458
Ammonium,2006-12,0.6233333333333334
Ammonium,2007-1,0.322
Ammonium,2007-2,0.5016666666666666
Ammonium,2007-3,0.42142857142857143
Ammonium,2007-4,1.0516666666666667
Ammonium,2007-5,0.44399999999999995
Ammonium,2007-6,0.44399999999999995
Ammonium,2007-7,0.55
Ammonium,2007-8,0.375
Ammonium,2007-9,0.33285714285714285
Ammonium,2007-10,0.9983333333333334
Ammonium,2007-11,0.7037500000000001
Ammonium,2007-12,0.528
Ammonium,2008-1,0.9960000000000001
Ammonium,2008-2,0.5
Ammonium,2008-3,0.5885714285714286
Ammonium,2008-4,0.35000000000000003
Ammonium,2008-5,0.5299999999999999
Ammonium,2008-6,0.63375
Ammonium,2008-7,1.2383333333333333
Ammonium,2008-8,0.48
Ammonium,2008-9,0.589
Ammonium,2008-10,0.7962499999999999
Ammonium,2008-11,0.6971428571428572
Ammonium,2008-12,1.0725
Ammonium,2009-1,0.67625
Ammonium,2009-2,0.5071428571428572
Ammonium,2009-3,0.625
Ammonium,2009-4,0.5585714285714285
Ammonium,2009-5,0.7050000000000001
Ammonium,2009-6,0.33714285714285713
Ammonium,2009-7,1.0366666666666666
Ammonium,2009-8,0.7066666666666666
Ammonium,2009-9,0.849
Ammonium,2009-10,0.8680000000000001
Ammonium,2009-11,0.33
Ammonium,2009-12,0.39571428571428574
Ammonium,2010-1,1.30625
Ammonium,2010-2,0.5544444444444445
Ammonium,2010-3,0.9672727272727273
Ammonium,2010-4,0.6980000000000001
Ammonium,2010-5,0.5388888888888889
Ammonium,2010-6,0.38
Ammonium,2010-7,0.46222222222222226
Ammonium,2010-8,0.27625
Ammonium,2010-9,0.3433333333333333
Ammonium,2010-10,0.536
Ammonium,2010-11,0.4033333333333333
Ammonium,2010-12,0.35250000000000004
Ammonium,2011-1,0.375
Ammonium,2011-2,0.526
Ammonium,2011-3,0.6091666666666666
Ammonium,2011-4,0.34199999999999997
Ammonium,2011-5,0.347
Ammonium,2011-6,0.504
Ammonium,2011-7,0.34111111111111114
Ammonium,2011-8,0.3536363636363637
Ammonium,2011-9,0.18375
Ammonium,2011-10,0.271
Ammonium,2011-11,0.44500000000000006
Ammonium,2011-12,0.4677777777777778
Ammonium,2012-1,0.6566666666666666
Ammonium,2012-2,0.7060000000000001
Ammonium,2012-3,0.77
Ammonium,2012-4,0.705
Ammonium,2012-5,0.287
Ammonium,2012-6,0.5000000000000001
Ammonium,2012-7,0.323
Ammonium,2012-8,0.12625
Ammonium,2012-9,0.11125
Ammonium,2012-10,0.26583333333333337
Ammonium,2012-11,0.30750000000000005
Ammonium,2012-12,0.274
Ammonium,2013-1,0.2942857142857143
Ammonium,2013-2,0.358
Ammonium,2013-3,0.154
Ammonium,2013-4,0.20800000000000002
Ammonium,2013-5,0.2275
Ammonium,2013-6,0.2318181818181818
Ammonium,2013-7,0.35375
Ammonium,2013-8,0.3572727272727273
Ammonium,2013-9,0.14
Ammonium,2013-10,0.8988888888888888
Ammonium,2013-11,0.6184615384615384
Ammonium,2013-12,0.9888888888888887
Ammonium,2014-1,2.2299999999999995
Ammonium,2014-2,0.56
Ammonium,2014-3,0.33399999999999996
Ammonium,2014-4,0.22666666666666668
Ammonium,2014-5,0.21
Ammonium,2014-6,0.689
Ammonium,2014-7,0.5877777777777777
Ammonium,2014-8,0.22
Ammonium,2014-9,1.2164285714285714
Ammonium,2014-10,1.2375
Ammonium,2014-11,1.9258333333333333
Ammonium,2014-12,1.5724999999999998
Ammonium,2015-1,1.104
Ammonium,2015-2,1.027
Ammonium,2015-3,0.27444444444444444
Ammonium,2015-4,0.255
Ammonium,2015-5,0.15625
Ammonium,2015-6,0.355
Ammonium,2015-7,0.21
Ammonium,2015-8,0.348
Ammonium,2015-9,0.21000000000000002
Ammonium,2015-10,0.15000000000000002
Ammonium,2015-11,0.11555555555555554
Ammonium,2015-12,0.6971428571428572
Ammonium,2016-1,0.36
Ammonium,2016-2,0.508888888888889
Ammonium,2016-3,0.135
Ammonium,2016-4,0.15444444444444447
Ammonium,2016-5,0.11666666666666667
Ammonium,2016-6,0.28374999999999995
Ammonium,2016-7,0.3118181818181818
Ammonium,2016-8,0.07250000000000001
Ammonium,2016-9,0.10111111111111112
Ammonium,2016-10,0.10090909090909092
Ammonium,2016-11,0.3811111111111111
Ammonium,2016-12,0.1933333333333333
Anionic active surfactants,1999-1,0.07250000000000001
Anionic active surfactants,1999-2,0.0925
Anionic active surfactants,1999-3,0.015
Anionic active surfactants,1999-5,0.08
Anionic active surfactants,1999-7,0.08
Anionic active surfactants,2000-1,0.1225
Anionic active surfactants,2000-2,0.0975
Anionic active surfactants,2000-3,0.08333333333333333
Anionic active surfactants,2000-4,0.10750000000000001
Anionic active surfactants,2000-5,0.09166666666666667
Anionic active surfactants,2000-6,0.12857142857142856
Anionic active surfactants,2000-7,0.09666666666666668
Anionic active surfactants,2000-8,0.08333333333333333
Anionic active surfactants,2000-9,0.08199999999999999
Anionic active surfactants,2000-10,0.09166666666666666
Anionic active surfactants,2000-11,0.07500000000000001
Anionic active surfactants,2000-12,0.072
Anionic active surfactants,2001-1,0.06833333333333333
Anionic active surfactants,2001-2,0.09
Anionic active surfactants,2001-3,0.04
Anionic active surfactants,2001-4,0.06
Anionic active surfactants,2001-5,0.07
Anionic active surfactants,2001-6,0.06333333333333334
Anionic active surfactants,2001-7,0.10333333333333335
Anionic active surfactants,2001-8,0.08499999999999999
Anionic active surfactants,2001-9,0.1375
Anionic active surfactants,2001-11,0.4566666666666667
Anionic active surfactants,2001-12,0.03
Anionic active surfactants,2002-9,0.07
Anionic active surfactants,2002-10,0.08333333333333333
Anionic active surfactants,2003-1,0.043333333333333335
Anionic active surfactants,2003-2,0.03333333333333333
Anionic active surfactants,2003-3,0.035
Anionic active surfactants,2003-4,0.03
Anionic active surfactants,2003-5,0.03
Anionic active surfactants,2003-6,0.03
Anionic active surfactants,2003-7,0.03
Anionic active surfactants,2003-10,0.07
Anionic active surfactants,2003-11,0.03
Anionic active surfactants,2003-12,0.07
Anionic active surfactants,2004-1,0.02
Anionic active surfactants,2004-2,0.0
Anionic active surfactants,2004-3,0.13
Anionic active surfactants,2004-4,0.05
Anionic active surfactants,2004-5,0.0
Anionic active surfactants,2004-6,0.0
Anionic active surfactants,2004-7,0.0
Anionic active surfactants,2004-8,0.0
Anionic active surfactants,2004-9,0.016666666666666666
Anionic active surfactants,2004-10,0.013333333333333334
Anionic active surfactants,2004-11,0.0225
Anionic active surfactants,2004-12,0.0
Anionic active surfactants,2005-1,0.03333333333333333
Anionic active surfactants,2005-2,0.043333333333333335
Anionic active surfactants,2005-3,0.03666666666666667
Anionic active surfactants,2005-4,0.03333333333333333
Anionic active surfactants,2005-5,0.03333333333333333
Anionic active surfactants,2005-6,0.03333333333333333
Anionic active surfactants,2005-7,0.03333333333333333
Anionic active surfactants,2005-8,0.04
Anionic active surfactants,2005-9,0.0475
Anionic active surfactants,2005-10,0.048
Anionic active surfactants,2005-11,0.05833333333333333
Anionic active surfactants,2005-12,0.07333333333333333
Anionic active surfactants,2006-1,0.05
Anionic active surfactants,2006-2,0.0675
Anionic active surfactants,2006-3,0.05333333333333334
Anionic active surfactants,2006-4,0.07
Anionic active surfactants,2006-5,0.06200000000000001
Anionic active surfactants,2006-6,0.1
Anionic active surfactants,2006-7,0.17200000000000001
Anionic active surfactants,2006-8,0.05
Anionic active surfactants,2006-9,0.035
Anionic active surfactants,2006-10,0.043333333333333335
Anionic active surfactants,2006-11,0.05666666666666667
Anionic active surfactants,2006-12,0.05
Anionic active surfactants,2007-1,0.084
Anionic active surfactants,2007-2,0.074
Anionic active surfactants,2007-3,0.04833333333333334
Anionic active surfactants,2007-4,0.07400000000000001
Anionic active surfactants,2007-5,0.0575
Anionic active surfactants,2007-6,0.045
Anionic active surfactants,2007-7,0.04
Anionic active surfactants,2007-8,0.0625
Anionic active surfactants,2007-9,0.15
Anionic active surfactants,2007-10,0.12400000000000003
Anionic active surfactants,2007-11,0.12333333333333335
Anionic active surfactants,2007-12,0.14250000000000002
Anionic active surfactants,2008-1,0.12000000000000002
Anionic active surfactants,2008-2,0.06
Anionic active surfactants,2008-3,0.08333333333333333
Anionic active surfactants,2008-4,0.09333333333333334
Anionic active surfactants,2008-5,0.08
Anionic active surfactants,2008-6,0.07666666666666667
Anionic active surfactants,2008-7,0.07
Anionic active surfactants,2008-8,0.06125
Anionic active surfactants,2008-9,0.06444444444444446
Anionic active surfactants,2008-10,0.05142857142857142
Anionic active surfactants,2008-11,0.065
Anionic active surfactants,2008-12,0.0975
Anionic active surfactants,2009-1,0.058571428571428566
Anionic active surfactants,2009-2,0.05833333333333333
Anionic active surfactants,2009-3,0.0642857142857143
Anionic active surfactants,2009-4,0.07166666666666667
Anionic active surfactants,2009-5,0.09500000000000001
Anionic active surfactants,2009-6,0.0925
Anionic active surfactants,2009-7,0.08125000000000002
Anionic active surfactants,2009-8,0.10400000000000001
Anionic active surfactants,2009-9,0.03444444444444445
Anionic active surfactants,2009-10,0.06714285714285714
Anionic active surfactants,2009-11,0.049999999999999996
Anionic active surfactants,2009-12,0.06
Anionic active surfactants,2010-1,0.0675
Anionic active surfactants,2010-2,0.0775
Anionic active surfactants,2010-3,0.066
Anionic active surfactants,2010-4,0.05666666666666667
Anionic active surfactants,2010-5,0.07
Anionic active surfactants,2010-6,0.0925
Anionic active surfactants,2010-7,0.11000000000000003
Anionic active surfactants,2010-8,0.07200000000000001
Anionic active surfactants,2010-9,0.082
Anionic active surfactants,2010-10,0.0975
Anionic active surfactants,2010-11,0.14333333333333334
Anionic active surfactants,2010-12,0.11
Anionic active surfactants,2011-1,0.014285714285714287
Anionic active surfactants,2011-2,0.0
Anionic active surfactants,2011-3,0.0
Anionic active surfactants,2011-4,0.0
Anionic active surfactants,2011-5,0.0
Anionic active surfactants,2011-6,0.0
Anionic active surfactants,2011-7,0.04666666666666667
Anionic active surfactants,2011-8,0.0
Anionic active surfactants,2011-9,0.0
Anionic active surfactants,2011-10,0.0
Anionic active surfactants,2011-11,0.0
Anionic active surfactants,2011-12,0.0
Anionic active surfactants,2012-1,0.044000000000000004
Anionic active surfactants,2012-2,0.0
Anionic active surfactants,2012-3,0.0
Anionic active surfactants,2012-4,0.0
Anionic active surfactants,2012-5,0.0
Anionic active surfactants,2012-6,0.0
Anionic active surfactants,2012-7,0.0
Anionic active surfactants,2012-8,0.0
Anionic active surfactants,2012-9,0.0
Anionic active surfactants,2012-10,0.0
Anionic active surfactants,2012-11,0.0
Anionic active surfactants,2012-12,0.0
Anionic active surfactants,2013-1,0.052500000000000005
Anionic active surfactants,2013-2,0.0325
Anionic active surfactants,2013-3,0.06
Anionic active surfactants,2013-4,0.09333333333333334
Anionic active surfactants,2013-5,0.05285714285714286
Anionic active surfactants,2013-6,0.032857142857142856
Anionic active surfactants,2013-7,0.065
Anionic active surfactants,2013-8,0.065
Anionic active surfactants,2013-9,0.024
Anionic active surfactants,2013-10,0.04666666666666667
Anionic active surfactants,2013-11,0.02
Anionic active surfactants,2013-12,0.065
Anionic active surfactants,2014-1,0.0275
Anionic active surfactants,2014-2,0.35
Anionic active surfactants,2014-3,0.03428571428571429
Anionic active surfactants,2014-4,0.052000000000000005
Anionic active surfactants,2014-5,0.08
Anionic active surfactants,2014-6,0.084
Anionic active surfactants,2014-7,0.105
Anionic active surfactants,2014-8,0.135
Anionic active surfactants,2014-9,0.11199999999999999
Anionic active surfactants,2014-10,0.06
Anionic active surfactants,2014-11,0.10166666666666667
Anionic active surfactants,2014-12,0.144
Anionic active surfactants,2015-1,0.05600000000000001
Anionic active surfactants,2015-2,0.046
Anionic active surfactants,2015-3,0.03
Anionic active surfactants,2015-4,0.06
Anionic active surfactants,2015-5,0.13999999999999999
Anionic active surfactants,2015-6,0.15
Anionic active surfactants,2015-7,0.14666666666666667
Anionic active surfactants,2015-8,0.04
Anionic active surfactants,2015-9,0.08142857142857143
Anionic active surfactants,2015-10,0.19333333333333336
Anionic active surfactants,2015-11,0.10333333333333333
Anionic active surfactants,2015-12,0.17
Anionic active surfactants,2016-1,0.10800000000000001
Anionic active surfactants,2016-2,0.08
Anionic active surfactants,2016-3,0.10250000000000001
Anionic active surfactants,2016-4,0.09
Anionic active surfactants,2016-5,0.10250000000000001
Anionic active surfactants,2016-6,0.082
Anionic active surfactants,2016-7,0.08
Anionic active surfactants,2016-8,0.041999999999999996
Anionic active surfactants,2016-9,0.08333333333333333
Anionic active surfactants,2016-10,0.0275
Anionic active surfactants,2016-11,0.154
Anionic active surfactants,2016-12,0.10600000000000001
Anthracene,2008-1,0.0
Anthracene,2008-2,0.005
Anthracene,2008-3,0.005
Anthracene,2008-5,0.02
Anthracene,2008-6,0.015
Anthracene,2008-7,0.013333333333333334
Anthracene,2008-8,0.01
Anthracene,2008-9,0.0
Anthracene,2008-10,0.0
Anthracene,2008-11,0.0
Anthracene,2009-1,0.0
Anthracene,2009-2,0.0
Anthracene,2009-3,0.0
Anthracene,2009-4,0.0
Anthracene,2009-5,0.0
Anthracene,2009-6,0.0
Anthracene,2009-7,0.0
Anthracene,2009-8,0.0
Anthracene,2009-9,0.006666666666666667
Anthracene,2009-10,0.004
Anthracene,2009-11,0.0033333333333333335
Anthracene,2009-12,0.0
Arsenic,1998-1,0.0
Arsenic,1998-2,0.0
Arsenic,1998-3,0.0
Arsenic,1998-4,0.0
Arsenic,1998-5,0.0
Arsenic,1998-6,0.0
Arsenic,1998-7,0.0
Arsenic,1998-8,0.0
